"objid","modelmag_u","modelmag_g","modelmag_r","modelmag_i","modelmag_z","z"
"1237654669198164195","22.26375","20.26228","19.54642","19.25258","19.2302","0.0005035414"
"1237650795147100191","17.97881","16.86188","16.79324","16.81605","16.87779","0.0009542352"
"1237648721216602187","18.29455","17.20199","16.81515","16.66636","16.57445","0.000308713"
"1237650796220907539","19.26138","18.0163","17.56752","17.41392","17.37289","0.0002862855"
"1237648721216864268","18.97237","17.87571","17.46435","17.30884","17.24508","0.0003747845"
"1237648722827673731","20.49205","18.77278","18.09857","17.84011","17.71559","0.0001013369"
"1237650797294518292","18.59706","17.46624","16.98057","16.8082","16.71923","0.0002941015"
"1237648722290737292","17.9833","17.04811","16.76991","16.65887","16.62674","0.0001101891"
"1237648722290802731","18.05606","17.08389","16.75074","16.62018","16.57691","0.0007196802"
"1237654670808711328","16.46055","15.19484","14.76574","14.63652","14.59147","0.0001790935"
"1237651801770098842","22.27413","19.80785","18.23752","17.2207","16.67669","3.267267E-05"
"1237648721753669734","18.05346","16.95197","16.56443","16.43572","16.37421","-0.0002504624"
"1237648722291261897","23.75014","22.41916","20.88963","19.59113","18.87274","-0.0001425511"
"1237648721754718224","18.98954","17.9579","17.60297","17.46679","17.42479","0.0004329855"
"1237648721754521615","18.80408","17.61606","17.17328","16.99956","16.94129","4.658951E-05"
"1237648721754915264","23.93062","22.26128","20.88265","19.57511","18.86669","-4.047444E-05"
"1237651801771343962","16.99968","15.92196","15.50835","15.37885","15.32493","0.0004835316"
"1237648722829377610","19.03805","17.84976","17.41841","17.26789","17.18525","-0.0002738982"
"1237651752387674306","23.42054","19.97725","18.28948","17.27371","16.68748","-0.0001174547"
"1237651801235193888","18.10327","17.59052","17.74613","17.88303","18.13391","-0.0001347541"
"1237648721218961430","17.35868","16.26491","15.91327","15.79312","15.79815","-8.446973E-05"
"1237648721219092504","17.88942","16.55713","16.10999","15.9643","15.89903","-0.0001454137"
"1237651752387870895","20.35806","18.5852","17.86415","17.62502","17.47153","-0.0002217037"
"1237651752387936565","21.21661","20.08164","19.70683","19.57232","19.4841","0.0007342679"
"1237648722829443211","19.20716","18.04355","17.51539","17.29384","17.18084","0.0002088621"
"1237654669201178809","19.34693","18.04756","17.49198","17.25258","17.13416","0.0007171294"
"1237651800162893888","16.99458","15.89485","15.5403","15.39632","15.37242","0.0004349816"
"1237651800699502614","17.46596","16.37214","16.02768","15.90383","15.90213","8.981232E-06"
"1237648720683008160","19.59516","17.68057","16.86682","16.57762","16.40996","8.310878E-06"
"1237651800699633749","21.65613","19.47689","18.40982","18.03019","17.80568","3.901864E-05"
"1237654668664111232","19.2604","18.83144","18.871","18.94983","19.03333","2.591361E-05"
"1237654670274592772","18.67618","18.17216","18.32072","18.46478","18.81606","0.0003305406"
"1237648720682876959","18.95974","17.94345","17.58205","17.43977","17.39056","0.0009398519"
"1237651800162500707","22.22547","19.74017","18.53469","18.01307","17.78328","0.0003794937"
"1237651752388788260","18.13917","16.86941","16.39452","16.24475","16.20316","-3.586274E-05"
"1237654670812971019","17.60185","16.44489","16.0355","15.89363","15.83241","0.0003201954"
"1237654670276034657","20.32024","19.86125","20.05687","20.30732","20.58231","-0.0001503483"
"1237654670812971804","24.89819","23.4007","23.09395","19.78455","18.35134","3.928592E-05"
"1237654670813036569","18.37732","17.29697","17.16619","17.17923","17.18468","0.001061064"
"1237654670812971179","19.94736","18.8437","18.61631","18.54066","18.58321","0.0002866423"
"1237651752390164526","16.61461","15.34073","15.38575","15.42507","15.45481","-0.0002876279"
"1237648722831868017","20.26751","19.15252","19.02924","19.00291","19.04558","0.0002798447"
"1237648722294931610","19.73833","18.54554","18.47995","18.49683","18.55868","6.82246E-05"
"1237651752390164564","19.83998","18.83138","18.62778","18.57713","18.59222","0.0006278482"
"1237654670813102165","18.89454","17.8078","17.64339","17.61766","17.63338","0.0007962735"
"1237651752390361275","23.80375","21.7942","20.21309","19.05754","18.33543","1.72398E-05"
"1237648722295062633","17.89702","16.88423","16.63092","16.55843","16.54659","-2.80691E-06"
"1237648721758388525","19.71611","18.60229","18.17072","17.99231","17.94616","9.681891E-05"
"1237648721758323027","19.30549","18.14503","17.95158","17.93145","17.95916","0.0001323612"
"1237654671350038627","19.27258","17.98267","17.68764","17.59704","17.49668","0.0008300918"
"1237648722295259148","17.56835","16.5251","16.31972","16.25974","16.25105","0.0003574246"
"1237654671350038597","19.54655","19.03401","19.07618","19.16894","19.24053","0.0004983441"
"1237648720148627466","17.70329","16.55611","16.16728","16.03067","15.9742","-0.0002170395"
"1237648720685563944","19.04517","17.87662","17.49664","17.37287","17.33316","6.10283E-05"
"1237654670277149493","25.78578","24.90726","22.44501","20.02914","18.47425","3.934705E-05"
"1237654669203210536","19.7299","18.56296","18.09961","17.9246","17.88528","7.951858E-05"
"1237648721222238918","23.62541","21.38402","20.07035","19.46944","19.12795","-5.502226E-05"
"1237651752391213210","18.95843","17.9056","17.53971","17.3859","17.28878","0.0003393554"
"1237648722832982331","23.637","20.83917","19.15947","18.08285","17.49389","0.0005669235"
"1237648721758912629","17.87268","16.59117","16.65161","16.7172","16.75249","0.0001512999"
"1237648722832982262","19.52762","18.34265","18.41109","18.50452","18.4938","0.0008601388"
"1237654670813888640","18.51908","17.305","17.13683","17.08788","17.08091","0.0006783394"
"1237650796220252547","22.4147","21.85908","21.43992","20.39782","19.50966","0.0003283003"
"1237648721753079825","18.261","17.1095","16.60116","16.39906","16.30808","0.0008870953"
"1237651752921989167","17.27724","17.16069","17.53521","17.81269","18.04781","-3.489032E-05"
"1237650797294059539","18.57691","17.09036","16.87376","16.81978","16.76803","0.000312962"
"1237650796220383270","19.13264","17.85274","17.31403","17.08397","16.97328","0.001112312"
"1237651752385249327","18.82058","17.57324","17.00532","16.7718","16.61172","-0.0001887061"
"1237648721217847549","22.89345","20.52293","18.87193","16.53208","15.28072","-4.053389E-05"
"1237651799623532547","16.31545","14.94053","14.4471","14.27351","14.2286","-7.321851E-05"
"1237648720680648799","18.35922","17.17594","16.71875","16.54131","16.47968","0.0001018505"
"1237648721217454458","23.93341","21.30485","19.79757","18.94859","18.46454","6.128928E-05"
"1237648720680976395","17.9622","16.75843","16.2384","16.01933","15.92306","0.0006346286"
"1237654669735362869","21.80441","19.31694","17.91533","16.96322","16.4431","8.115198E-05"
"1237651752923365433","18.36897","17.38656","17.08591","16.97711","16.95391","0.0009693949"
"1237651800700223614","18.69099","17.509","16.97835","16.72907","16.62308","0.0009084994"
"1237654668664569929","19.14013","18.12137","17.81142","17.70382","17.65718","0.0006503264"
"1237654668664569879","18.42685","17.44692","17.1624","17.04406","16.98875","0.000824061"
"1237651799626219617","20.64607","19.62866","19.23873","19.07969","18.99956","0.0009197053"
"1237648720146596052","19.67206","18.24395","17.71602","17.51831","17.37658","-0.0001585595"
"1237651800700223583","19.09336","17.95736","17.50762","17.35088","17.25573","-3.953706E-05"
"1237654668664504329","18.44062","17.10099","16.54119","16.32747","16.22194","0.0004760411"
"1237654668664439040","20.41852","18.67162","18.04442","17.82761","17.69387","0.0002404387"
"1237648720146399490","22.00746","19.25332","17.96785","17.41692","17.09507","-0.0001092642"
"1237648720683532302","20.40484","19.27827","18.84236","18.68185","18.69153","0.0008591572"
"1237654669738311919","20.63176","19.55658","19.15943","18.92395","18.86047","0.0005513447"
"1237651800699961479","21.29862","19.14685","18.28459","17.96222","17.85449","0.0003809686"
"1237648720683335739","17.27215","16.10804","15.67583","15.50102","15.43411","0.0006438958"
"1237648720683270838","24.45593","22.94798","22.01388","19.69589","18.41971","0.0001386708"
"1237674650457800895","19.15348","18.00579","17.49173","17.26126","17.19476","0.0006253539"
"1237654669203800171","18.88063","17.79747","17.34898","17.15634","17.11043","0.0007440937"
"1237654669203734615","18.03915","16.97474","16.58474","16.44634","16.39631","4.724936E-05"
"1237648720148889610","23.99127","22.05687","20.6851","19.06056","18.16715","-3.562616E-05"
"1237654669740539943","18.48304","18.31129","18.43023","17.89885","17.30258","-3.616222E-05"
"1237648721222566009","22.65783","20.45748","18.87812","18.13464","17.47847","5.995927E-05"
"1237648721225318714","21.78991","20.86549","20.48339","20.36969","20.25801","0.002185354"
"1237674648849285197","17.11178","16.14444","15.84707","15.70014","15.66195","0.0009841979"
"1237674649386090523","16.77615","15.51018","15.05928","14.88855","14.84383","-0.0003228984"
"1237648720151248927","18.75355","17.81158","17.4755","17.67501","17.28985","-0.0002969076"
"1237648721225121819","19.25988","18.02528","17.59606","17.44376","17.40652","0.0001114514"
"1237674648849088555","18.71701","17.67699","17.57771","17.59379","17.64067","-4.253162E-06"
"1237648720151118056","21.0641","18.59718","17.53441","17.13069","16.91208","0.0001670518"
"1237674650461995120","20.19233","18.89934","18.37691","18.13039","18.00245","0.0003008317"
"1237674650461995146","21.59327","20.04613","19.32025","19.00969","18.8746","0.0002560728"
"1237674650461995140","20.68072","19.03672","18.44939","18.21711","18.11023","0.0002971612"
"1237648721227022449","19.34245","18.44862","18.68546","18.87642","19.02608","0.0005569617"
"1237648721226956838","18.73286","17.51029","17.10567","17.12384","16.89732","-0.0001447353"
"1237674648850858157","20.28601","19.35361","19.04722","18.94363","18.95143","-0.001955274"
"1237648720152887305","18.36361","17.06105","16.55137","16.37948","16.29799","4.305946E-07"
"1237674650461601948","20.19201","19.16403","18.80987","18.66123","18.63558","0.00114699"
"1237674650461601911","17.54864","16.39727","15.99365","15.84926","15.81315","0.0001128871"
"1237674650461601942","19.67111","18.69331","18.42404","18.32199","18.33427","0.0001563478"
"1237674650462322692","19.30338","18.07207","17.81586","17.69498","17.66352","0.0004655341"
"1237674650999128257","22.49786","19.67885","18.20861","17.74215","17.4335","0.0002509612"
"1237674650999193635","17.39544","16.26961","15.91358","15.81007","15.76784","1.623097E-05"
"1237648722838421609","17.82126","16.57102","16.11049","15.95387","15.87731","0.0005007936"
"1237674651536392201","18.61696","17.39822","17.45235","17.53157","17.57023","-5.296219E-05"
"1237648722838421758","23.24463","20.38136","18.60366","17.74501","17.25289","0.0006116955"
"1237674650999455891","20.65623","19.23333","18.65643","18.42193","18.30385","6.41482E-05"
"1237674650999324780","17.92215","16.66882","16.24369","16.11109","16.06367","0.0002218506"
"1237674650999324793","18.56782","17.70851","17.35826","17.21212","17.15781","0.0004629904"
"1237648722838487205","20.10975","18.96901","18.91082","18.91422","18.9379","0.0004202125"
"1237671142018056530","22.86989","19.94392","18.55179","17.90509","17.56417","7.819277E-05"
"1237648721765793820","11.96091","12.37476","12.29743","13.59399","12.56588","0.0002129339"
"1237671141481054238","18.43398","17.44945","17.16269","17.0383","17.00301","0.0006900549"
"1237671141480923208","18.90224","17.92556","17.65737","17.62124","17.64509","0.0003290365"
"1237674650463961130","17.76331","16.71294","16.34995","16.23216","16.18671","0.0003052913"
"1237648721766056088","19.62119","19.63478","19.8827","20.07201","21.04518","1.14537E-05"
"1237650795146576079","19.4414","18.08051","18.0917","18.14256","18.22256","0.0006005246"
"1237650795683643399","16.94885","16.49758","16.64236","16.81161","17.01174","-0.0002443073"
"1237648721216274522","18.67938","18.26975","18.34097","18.46216","18.59776","-6.583336E-05"
"1237648721216340121","20.44799","20.045","20.30676","20.50662","21.07875","-0.0002587513"
"1237648721216405598","19.25758","18.79353","18.93591","19.10642","19.30586","-0.0002599027"
"1237650796220383236","18.29695","17.00027","16.4497","16.20717","16.10233","0.0001605878"
"1237651799621894242","24.63468","19.39151","24.80203","14.88384","22.8268","4.092516E-05"
"1237651800158830862","20.90656","24.98726","24.91837","25.04552","23.234","0.000151985"
"1237650795683446879","22.26557","19.20024","17.52558","15.2487","14.05043","-6.372974E-05"
"1237648720142204988","18.88086","17.73562","17.57361","17.55848","17.5657","0.0002256552"
"1237648721752817789","20.90531","19.46412","19.29238","19.3064","19.24257","-5.65732E-06"
"1237648721752752179","19.15385","17.74926","17.14627","16.90309","16.78826","0.0003433451"
"1237648722289819691","18.74275","17.26978","16.62725","16.34429","16.21385","0.0005075927"
"1237654669735690438","19.33209","17.72443","17.11713","16.88623","16.82107","0.0001131323"
"1237651799623270428","18.15839","17.73644","17.6399","17.63571","17.71772","0.000185373"
"1237654669735428421","24.60518","21.29779","19.72989","18.523","17.84836","-2.547461E-05"
"1237651800160010291","18.74318","17.77797","17.44545","17.32809","17.3208","0.0002515242"
"1237654668662079698","20.52748","18.49891","17.49114","17.08126","16.87911","-0.0001110211"
"1237651799623729211","17.99235","16.57611","16.00917","15.7881","15.70042","3.429675E-06"
"1237654668662079740","19.81324","17.40578","16.42891","16.10591","15.92636","0.0001463483"
"1237651799623729253","19.16475","17.48471","16.82171","16.5801","16.45715","0.0001663387"
"1237654668662079710","21.45989","18.5977","17.35044","16.89606","16.64216","0.00014273"
"1237654668662079597","19.53596","17.50698","16.72426","16.41256","16.21046","0.000208775"
"1237651799623729305","19.46233","18.17265","17.62474","17.41403","17.32764","0.0003990555"
"1237651799623729309","20.35786","17.97389","17.05049","16.73553","16.58498","0.0002241512"
"1237651799623729215","19.2282","17.70328","17.15031","16.95256","16.89158","0.0001125997"
"1237648721217912990","19.04538","17.94033","17.55053","17.40257","17.35946","0.0001981233"
"1237654669736542424","19.47543","18.33513","18.17494","18.14408","18.13876","0.0004500978"
"1237651800161255431","24.38441","21.14004","19.71896","18.53466","17.94838","0.0001244297"
"1237648722292113454","17.78589","16.75605","16.43583","16.31775","16.28085","0.0002319074"
"1237651752387346781","25.06615","20.95131","19.26128","18.39383","17.86912","0.0005374405"
"1237651752387412273","22.45459","20.44403","19.63243","19.33631","19.07546","-0.0001882265"
"1237651801234538568","18.66888","17.42126","17.02687","16.85955","16.85753","-0.0001498473"
"1237651801771737156","19.01684","17.94234","17.5491","17.43388","17.38181","-4.465931E-05"
"1237648721755111513","18.7437","17.55","17.08163","16.90959","16.83103","-0.0001510239"
"1237651801234997404","18.9962","17.62962","17.13596","16.9303","16.87155","-3.480097E-05"
"1237654670272954398","16.78291","15.55493","15.16275","15.03961","15.01596","-6.490764E-05"
"1237648722292375670","18.31404","17.03372","16.90786","16.87489","16.85365","0.0003381599"
"1237651801236308238","22.10131","19.40876","17.90576","17.02771","16.57818","-9.174069E-05"
"1237651801773113380","17.93108","16.80178","16.3884","16.2512","16.22252","0.0003217566"
"1237651752388788278","18.6121","17.72595","17.46131","17.38697","17.38728","-0.0001881254"
"1237651801236439218","21.46822","18.94406","17.52623","16.37893","15.97649","9.230407E-06"
"1237651801236373735","22.49455","19.51045","18.05265","16.94282","16.43731","2.222752E-05"
"1237654670274789596","19.05891","18.1755","17.87623","17.76844","17.77121","5.347733E-05"
"1237654670274920456","17.52233","16.29145","15.86183","15.70445","15.66254","0.0002441718"
"1237651800163418114","18.93363","17.99365","17.64187","17.5026","17.4916","0.001050828"
"1237648720146989155","18.15352","17.08876","16.64293","16.45568","16.35603","6.26846E-05"
"1237651799626350747","19.44839","18.05101","17.53385","17.34435","17.26397","0.000211615"
"1237651799626285251","21.81623","19.91234","19.10395","18.85134","18.59145","0.0001783984"
"1237651799626350611","18.30891","17.17433","16.81747","16.68911","16.64732","9.422343E-05"
"1237648722294276267","19.59906","18.33547","18.39017","18.49881","18.59277","2.478561E-05"
"1237654671349186617","17.91939","16.81043","16.66582","16.64259","16.65866","0.0001640582"
"1237648722831278124","17.82972","16.84997","16.52111","16.38367","16.35341","0.0001883379"
"1237648722294407263","20.05687","19.01903","18.8047","18.75402","18.72585","0.001016737"
"1237654671349121276","19.26475","18.82206","19.04992","19.28696","19.41995","-2.743366E-05"
"1237648722294276378","19.97817","19.88066","20.21217","20.42117","20.54344","-0.0004874079"
"1237648722294341762","17.18925","15.98545","15.53578","15.36095","15.28022","0.0003505428"
"1237651801773834280","18.15341","17.09871","16.73118","16.59341","16.54883","0.0001720708"
"1237651801773899857","19.24451","17.92299","17.37385","17.15999","17.06432","0.0006598831"
"1237654670812315650","19.02747","17.83204","17.60946","17.5548","17.54848","0.0007222801"
"1237648722831409163","16.29776","15.26695","15.0939","15.05828","15.10017","1.214256E-05"
"1237648722294538285","18.97584","18.00307","17.6682","17.51378","17.46934","0.0006448092"
"1237648722831409318","19.54398","18.53485","18.37981","18.36561","18.3968","0.000212831"
"1237648722294603787","19.03208","17.92422","17.84898","17.8868","17.89835","0.0005986699"
"1237651801774227499","17.77008","16.6066","16.16779","16.01387","15.96547","0.0002603146"
"1237651801773965429","18.2777","17.07912","16.97993","16.98118","17.04959","0.0007372067"
"1237648721757470750","17.57453","16.38595","16.48978","16.61654","16.73915","0.0001130103"
"1237651801237356780","24.51489","23.20098","21.25764","18.54093","17.1193","3.919627E-05"
"1237648722294669422","19.07534","18.09572","17.70908","17.55906","17.49908","6.464647E-05"
"1237648722831605885","19.8406","18.78081","18.68112","18.69403","18.70067","0.0003163106"
"1237648721757864089","18.77184","17.51899","17.32603","17.24935","17.22758","0.000441906"
"1237648721757798638","20.4921","20.06351","20.21731","20.41219","20.60966","-4.461481E-05"
"1237648721757798676","19.99373","18.92531","18.77166","18.73283","18.78758","0.001332167"
"1237648722294734948","19.11586","17.94378","18.05203","18.18766","18.29054","0.0005603804"
"1237648722831736979","21.13235","18.49486","17.20728","16.66124","16.30044","0.0001426127"
"1237654670275969120","19.63414","18.71211","18.45996","18.32506","18.32586","0.0003442843"
"1237648721757929573","18.71556","17.57673","17.38265","17.33843","17.32211","6.467065E-05"
"1237648722296111352","19.9629","18.31689","17.90659","17.43141","17.28793","-8.42123E-05"
"1237654668667191412","20.9394","19.58913","19.1263","18.98581","18.93493","0.0003140794"
"1237654668667191426","20.38187","19.26621","18.88764","18.75785","18.78527","0.0005653448"
"1237648721223090217","18.47567","17.46438","17.09931","16.9689","16.87556","0.00018669"
"1237648721223090261","19.00732","17.98882","17.67299","17.57664","17.52202","0.0006612261"
"1237650797293600829","24.63557","21.09452","19.65397","18.20012","17.52006","9.570571E-05"
"1237648721752621131","17.94163","16.54377","15.9877","15.77288","15.65827","0.0001260678"
"1237651752921858234","22.17546","20.6797","19.05067","18.25262","17.77149","-3.042288E-05"
"1237650796756795662","21.97586","19.37706","18.28957","17.81773","17.61061","0.000189626"
"1237651752386035760","18.71851","17.75764","17.41603","17.27969","17.27299","8.181729E-05"
"1237648722827542622","18.8099","17.94278","17.70672","17.59936","17.58234","0.0004529761"
"1237651800160469042","18.02082","16.95089","16.70526","16.62711","16.64225","0.0003859657"
"1237648720680845348","18.23391","17.04955","16.55303","16.38659","16.3125","-6.401377E-05"
"1237654669198622795","25.14134","21.75103","20.20788","19.11071","18.49293","-0.0001557162"
"1237651800160206926","19.06706","17.78489","17.24868","17.02733","16.9588","0.000518739"
"1237654669198688808","23.27281","21.02498","19.97949","19.67644","19.51854","1.193515E-05"
"1237648720680714347","18.86989","17.63711","17.13568","16.9218","16.81947","0.0005194137"
"1237654669735690484","19.23783","17.93051","17.4585","17.3201","17.25217","0.0002399448"
"1237654669735690489","20.02775","19.15964","18.85127","18.73131","18.62257","0.0004102931"
"1237651800161124476","19.23675","18.22732","18.0457","18.03166","18.07355","0.0008516544"
"1237654670273151049","17.60491","16.50574","16.13324","15.99545","15.96724","0.0001241142"
"1237654668662145183","20.90208","18.11295","16.70819","16.06052","15.77183","0.000121686"
"1237651799623794870","21.201","18.47353","17.13115","16.59947","16.29295","-7.087144E-05"
"1237651799623729327","19.98578","18.46148","17.84982","17.57884","17.48826","0.0003097295"
"1237651799623860377","19.43002","18.06736","17.48901","17.21382","17.17563","0.0004209092"
"1237654668662145164","20.38332","17.58627","16.27603","15.75195","15.48882","0.0001255962"
"1237654668662145187","21.43331","18.85548","17.45437","16.8322","16.4782","9.73081E-05"
"1237651799623860427","22.39233","20.45887","18.70483","15.97843","14.4172","5.73147E-05"
"1237648720144171043","19.60026","18.2715","17.76069","17.53343","17.42659","0.0004653288"
"1237654670273085621","20.4278","19.21761","18.39359","18.15858","18.44011","0.0003949045"
"1237654669736804509","19.81452","18.75838","18.26941","18.05459","17.94396","0.0002157916"
"1237648721218830636","25.68465","22.34975","20.8459","18.96122","17.93225","-0.0002592223"
"1237651800698454172","21.92694","18.99037","17.55845","16.47739","15.8161","-4.268627E-05"
"1237651800161517665","18.40041","17.36982","17.2542","17.22044","17.26286","0.001070089"
"1237648720681893894","18.97266","17.84796","17.42264","17.26585","17.20143","0.0003615868"
"1237648720681828474","19.63906","19.4021","19.45169","18.8509","18.25064","-0.0002274239"
"1237651799624581237","20.13153","19.06322","18.72238","18.63262","18.63717","7.50634E-06"
"1237651800161386669","21.96931","19.23131","17.85496","17.19927","16.78599","0.000123401"
"1237651799624515608","18.74629","17.5107","17.02334","16.83815","16.77116","-0.0001302904"
"1237648720144826581","17.91618","16.63321","16.15938","15.99033","15.90298","-3.088805E-05"
"1237648720144826415","24.5079","22.25329","20.68138","19.16428","18.42327","4.949112E-05"
"1237648720681304157","22.43088","20.90822","20.34756","20.03322","20.04097","-0.0004521605"
"1237651801772786240","23.91075","21.15034","20.10213","19.59399","19.30303","0.0003071862"
"1237648722293162173","19.81726","18.30672","17.38045","16.86656","16.48656","0.0002100094"
"1237651801235915034","21.11963","18.78199","17.55345","16.93372","16.64421","0.0001488837"
"1237648722830032922","18.04258","17.2086","16.90108","16.76781","16.72614","0.0001144283"
